ts	iter	branch	commit	status	claim_by	claimed_via	note
1789721646	iter-231-batch-c231-fix	task/iter-231-batch-c231-fix	087c747	landed		internal:ACCEPT	环二 backlog：内部复核 ACCEPT，待编外裁定 ｜ 校验和落地（ACCEPT ∧ inter=[] ∧ 零删除 ∧ 测试绿）@ 85e478a
1789721646	iter-232-batch-c232	task/iter-232-batch-c232	94513e9	landed		internal:ACCEPT	环二 backlog：内部复核 ACCEPT，待编外裁定 ｜ 校验和落地（ACCEPT ∧ inter=[] ∧ 零删除 ∧ 测试绿）@ 85e478a
1789722708	iter-115-batch-c115-fix-d1-dual	task/iter-115-batch-c115-fix-d1-dual	723c767	landed		internal:ACCEPT	基线陈旧佩逍：重放到当前 main 后独立复核 ACCEPT、inter=[]，待编外裁定 ｜ 校验和落地（ACCEPT ∧ inter=[] ∧ 零删除 ∧ 测试绿）@ 85e478a
1789722708	iter-142-batch-c142-fix-d1-d2-dual	task/iter-142-batch-c142-fix-d1-d2-dual	26205af	landed		internal:ACCEPT	基线陈旧佩逍：重放到当前 main 后独立复核 ACCEPT、inter=[]，待编外裁定 ｜ 校验和落地（ACCEPT ∧ inter=[] ∧ 零删除 ∧ 测试绿）@ 85e478a
1789722708	iter-172-batch-c172-fix-d1-dual	task/iter-172-batch-c172-fix-d1-dual	4d15d9f	landed		internal:ACCEPT	基线陈旧佩逍：重放到当前 main 后独立复核 ACCEPT、inter=[]，待编外裁定 ｜ 校验和落地（ACCEPT ∧ inter=[] ∧ 零删除 ∧ 测试绿）@ 85e478a
1789725495	iter-013-batch-a1	task/iter-013-batch-a1	5b340d0	stale			无实际新增条件（已落实）
1789725495	iter-013-batch-a1-dual	task/iter-013-batch-a1-dual	43e14da	stale			无实际新增条件（已落实）
1789725495	iter-031-batch-c31-fix	task/iter-031-batch-c31-fix	802b165	stale			无实际新增条件（已落实）
1789725495	iter-035-batch-c35-fix2	task/iter-035-batch-c35-fix2	d1fec6a	stale			无实际新增条件（已落实）
1789725495	iter-038-batch-c38	task/iter-038-batch-c38	4ff1eaf	stale			无实际新增条件（已落实）
1789725495	iter-040-042-mdcos-dual	task/iter-040-042-mdcos-dual	973a819	stale			无实际新增条件（已落实）
1789725495	iter-040-batch-c40	task/iter-040-batch-c40	3687717	stale			无实际新增条件（已落实）
1789725495	iter-041-batch-c41	task/iter-041-batch-c41	63aa0c7	stale			无实际新增条件（已落实）
1789725495	iter-042-batch-c42	task/iter-042-batch-c42	2424087	stale			无实际新增条件（已落实）
1789725495	iter-044-batch-c44	task/iter-044-batch-c44	9e154f0	stale			无实际新增条件（已落实）
1789725495	iter-046-batch-c46	task/iter-046-batch-c46	cdcf70e	stale			无实际新增条件（已落实）
1789725495	iter-047-batch-c47	task/iter-047-batch-c47	a19e0b6	stale			无实际新增条件（已落实）
1789725495	iter-048-batch-c48	task/iter-048-batch-c48	ba8b4a9	stale			无实际新增条件（已落实）
1789725495	iter-051-batch-c51	task/iter-051-batch-c51	67bd200	stale			无实际新增条件（已落实）
1789725495	iter-060-mdcos-r2-d3b	task/iter-060-mdcos-r2-d3	6123c5e	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +3 条
1789725495	iter-061-anchor-dedent	task/iter-061-anchor-dedent	dd811d0	stale			无实际新增条件（已落实）
1789725495	iter-062-cogmap-anchor-fix	task/iter-062-cogmap-anchor-fix	f734951	stale			无实际新增条件（已落实）
1789725496	iter-070-render-r21	task/iter-070-render-r21	78a3d9d	stale			无实际新增条件（已落实）
1789725496	iter-073-batch-c73	task/iter-073-batch-c73	f388304	stale			无实际新增条件（已落实）
1789725496	iter-074-batch-c74	task/iter-074-batch-c74	52151ce	stale			无实际新增条件（已落实）
1789725496	iter-075-batch-c75	task/iter-075-batch-c75	9898767	stale			无实际新增条件（已落实）
1789725496	iter-076-batch-c76-fix-d1-d2	task/iter-076-batch-c76-fix-d1-d2	d66d991	stale			无实际新增条件（已落实）
1789725496	iter-076-c76fix-d1	task/iter-076-c76fix-d1	2441b2b	stale			无实际新增条件（已落实）
1789725496	iter-077-c77fix-d1	task/iter-077-c77fix-d1	4d0a723	stale			无实际新增条件（已落实）
1789725496	iter-077-c77fix-d1-dual	task/iter-077-c77fix-d1-dual	820529f	stale			无实际新增条件（已落实）
1789725496	iter-079-batch-c79-fix-d1-d2	task/iter-079-batch-c79-fix-d1-d2	d31b3be	stale			无实际新增条件（已落实）
1789725496	iter-080-batch-c80	task/iter-080-batch-c80	5d90644	stale			无实际新增条件（已落实）
1789725496	iter-081-batch-c81	task/iter-081-batch-c81	e20d625	stale			无实际新增条件（已落实）
1789725496	iter-082-batch-c82-fix-d1	task/iter-082-batch-c82-fix-d1	817bf08	stale			无实际新增条件（已落实）
1789725496	iter-083-batch-c83-fix-d1-d2	task/iter-083-batch-c83-fix-d1-d2	619f49c	stale			无实际新增条件（已落实）
1789725496	iter-083-batch-c83-fix-d1-d2-dual	task/iter-083-batch-c83-fix-d1-d2-dual	39280b3	stale			无实际新增条件（已落实）
1789725496	iter-084-batch-c84-fix-d1	task/iter-084-batch-c84-fix-d1	527ce3b	stale			无实际新增条件（已落实）
1789725496	iter-085-batch-c85-fix-d1	task/iter-085-batch-c85-fix-d1	c0025ed	landed			自动入队（内部复核 ACCEPT） ｜ 校验和落地 +3 条
1789725496	iter-086-batch-c86-fix	task/iter-086-batch-c86-fix	f74b4d7	stale			无实际新增条件（已落实）
1789725496	iter-087-batch-c87	task/iter-087-batch-c87	26f6400	stale			无实际新增条件（已落实）
1789725496	iter-088-batch-c88	task/iter-088-batch-c88	59ea39e	stale			无实际新增条件（已落实）
1789725496	iter-089-batch-c89-fix-d1	task/iter-089-batch-c89-fix-d1	58869f7	stale			无实际新增条件（已落实）
1789725496	iter-090-batch-c90-fix-d1-d2	task/iter-090-batch-c90-fix-d1-d2	41c6f15	stale			无实际新增条件（已落实）
1789725496	iter-092-batch-c92-fix-d1	task/iter-092-batch-c92-fix-d1	84d316b	stale			无实际新增条件（已落实）
1789725497	iter-093-batch-c93-fix-d1-d2	task/iter-093-batch-c93-fix-d1-d2	0075976	stale			无实际新增条件（已落实）
1789725497	iter-094-batch-c94-fix-d1-d2	task/iter-094-batch-c94-fix-d1-d2	949564c	stale			无实际新增条件（已落实）
1789725497	iter-095-batch-c95-fix-d1	task/iter-095-batch-c95-fix-d1	36592aa	stale			无实际新增条件（已落实）
1789725497	iter-095-batch-c95-fix-d1-dual	task/iter-095-batch-c95-fix-d1-dual	1549be8	stale			无实际新增条件（已落实）
1789725497	iter-096-batch-c96	task/iter-096-batch-c96	12fe022	stale			无实际新增条件（已落实）
1789725497	iter-097-batch-c97-fix	task/iter-097-batch-c97-fix	b7e99f2	stale			无实际新增条件（已落实）
1789725497	iter-097-batch-c97-fix-dual	task/iter-097-batch-c97-fix-dual	333174e	stale			无实际新增条件（已落实）
1789725497	iter-098-batch-c98-fix-d1	task/iter-098-batch-c98-fix-d1	d3a4b62	stale			无实际新增条件（已落实）
1789725497	iter-099-batch-c99-fix-d1	task/iter-099-batch-c99-fix-d1	f4f2d94	stale			无实际新增条件（已落实）
1789725497	iter-101-batch-c101-fix-d1-d2	task/iter-101-batch-c101-fix-d1-d2	c101f9c	stale			无实际新增条件（已落实）
1789725497	iter-102-batch-c102-fix-d1	task/iter-102-batch-c102-fix-d1	3e61306	stale			无实际新增条件（已落实）
1789725497	iter-103-batch-c103	task/iter-103-batch-c103	d570154	stale			无实际新增条件（已落实）
1789725497	iter-103-batch-c103-dual	task/iter-103-batch-c103-dual	5846d84	stale			无实际新增条件（已落实）
1789725497	iter-106-batch-c106	task/iter-106-batch-c106	9ef6f7a	stale			无实际新增条件（已落实）
1789725497	iter-107-batch-c107-fix-d1	task/iter-107-batch-c107-fix-d1	4edf8d0	stale			无实际新增条件（已落实）
1789725497	iter-108-batch-c108	task/iter-108-batch-c108	3646098	stale			无实际新增条件（已落实）
1789725497	iter-109-batch-c109	task/iter-109-batch-c109	68db045	stale			无实际新增条件（已落实）
1789725497	iter-110-batch-c110-fix	task/iter-110-batch-c110-fix	3043e80	stale			无实际新增条件（已落实）
1789725497	iter-111-batch-c111	task/iter-111-batch-c111	db61347	stale			无实际新增条件（已落实）
1789725497	iter-112-batch-c112-fix-d1	task/iter-112-batch-c112-fix-d1	42ac39a	stale			无实际新增条件（已落实）
1789725497	iter-113-batch-c113-fix-d1-d2	task/iter-113-batch-c113-fix-d1-d2	ebfccd3	stale			无实际新增条件（已落实）
1789725497	iter-113-batch-c113-fix-d1-d2-dual	task/iter-113-batch-c113-fix-d1-d2-dual	05a4a06	stale			无实际新增条件（已落实）
1789725497	iter-114-batch-c114-fix-d1-d2	task/iter-114-batch-c114-fix-d1-d2	65d1d75	stale			无实际新增条件（已落实）
1789725497	iter-116-batch-c116-fix-d1	task/iter-116-batch-c116-fix-d1	87c75b5	stale			无实际新增条件（已落实）
1789725497	iter-117-batch-c117-fix	task/iter-117-batch-c117-fix	b5adb1a	landed		receipt	无实际新增条件（已落实） ｜ 校验和落地 +3 条（账面被陈旧快照覆盖，按提交恢复）
1789725497	iter-118-batch-c118	task/iter-118-batch-c118	8bc0b41	stale		receipt	无实际新增条件（已落实）
1789725497	iter-119-batch-c119-fix	task/iter-119-batch-c119-fix	3531789	stale		receipt	无实际新增条件（已落实）
1789725497	iter-119-cogmap-anchor-fix2	task/iter-119-cogmap-anchor-fix2	e7ce893	stale		receipt	无实际新增条件（已落实）
1789725497	iter-120-batch-c120-fix-d1	task/iter-120-batch-c120-fix-d1	95b61dc	stale		receipt	无实际新增条件（已落实）
1789725497	iter-121-batch-c121-fix	task/iter-121-batch-c121-fix	43c1c3f	stale		receipt	无实际新增条件（已落实）
1789725497	iter-121-batch-c121-fix-dual	task/iter-121-batch-c121-fix-dual	a72ddb4	stale		receipt	无实际新增条件（已落实）
1789725498	iter-123-batch-c123-fix	task/iter-123-batch-c123-fix	854a8db	stale		receipt	无实际新增条件（已落实）
1789725498	iter-124-batch-c124-fix	task/iter-124-batch-c124-fix	288a81d	stale		receipt	无实际新增条件（已落实）
1789725498	iter-125-batch-c125	task/iter-125-batch-c125	3937c59	stale		receipt	无实际新增条件（已落实）
1789725498	iter-126-batch-c126-fix-d1	task/iter-126-batch-c126-fix-d1	5fd2916	stale		receipt	无实际新增条件（已落实）
1789725498	iter-127-batch-c127-fix-d1	task/iter-127-batch-c127-fix-d1	d7f75ad	stale		receipt	无实际新增条件（已落实）
1789725498	iter-127-batch-c127-fix-d1-dual	task/iter-127-batch-c127-fix-d1-dual	c7a7210	stale		receipt	无实际新增条件（已落实）
1789725498	iter-128-batch-c128	task/iter-128-batch-c128	b231df2	stale		receipt	无实际新增条件（已落实）
1789725498	iter-129-batch-c129-fix-d1	task/iter-129-batch-c129-fix-d1	29fb190	stale		receipt	无实际新增条件（已落实）
1789725498	iter-130-batch-c130	task/iter-130-batch-c130	1acb0aa	stale		receipt	无实际新增条件（已落实）
1789725498	iter-132-batch-c132-fix-d1	task/iter-132-batch-c132-fix-d1	987efea	stale		receipt	无实际新增条件（已落实）
1789725498	iter-132-batch-c132-fix-d1-dual	task/iter-132-batch-c132-fix-d1-dual	480a9af	stale		receipt	无实际新增条件（已落实）
1789725498	iter-133-batch-c133	task/iter-133-batch-c133	2becdac	stale		receipt	无实际新增条件（已落实）
1789725498	iter-133-batch-c133-dual	task/iter-133-batch-c133-dual	1fb7296	stale		receipt	无实际新增条件（已落实）
1789725498	iter-133-batch-c133-dual-dual	task/iter-133-batch-c133-dual-dual	1a79aae	stale		receipt	无实际新增条件（已落实）
1789725498	iter-134-batch-c134-fix	task/iter-134-batch-c134-fix	abb9cbb	stale			无实际新增条件（已落实）
1789725498	iter-135-batch-c135-fix	task/iter-135-batch-c135-fix	8232281	stale		receipt	无实际新增条件（已落实）
1789725498	iter-135-batch-c135-fix-dual	task/iter-135-batch-c135-fix-dual	d17e654	stale		receipt	无实际新增条件（已落实）
1789725498	iter-136-batch-c136	task/iter-136-batch-c136	01559f1	stale		receipt	无实际新增条件（已落实）
1789725498	iter-136-batch-c136-dual	task/iter-136-batch-c136-dual	1b97a90	stale		receipt	无实际新增条件（已落实）
1789725498	iter-137-batch-c137-fix	task/iter-137-batch-c137-fix	edf6f4d	stale		receipt	无实际新增条件（已落实）
1789725498	iter-137-batch-c137-fix-dual	task/iter-137-batch-c137-fix-dual	aec6dfb	stale		receipt	无实际新增条件（已落实）
1789725498	iter-138-batch-c138-fix-d1	task/iter-138-batch-c138-fix-d1	41f423b	stale		receipt	无实际新增条件（已落实）
1789725498	iter-139-batch-c139-fix	task/iter-139-batch-c139-fix	7807a3a	stale		receipt	无实际新增条件（已落实）
1789725498	iter-139-batch-c139-fix-dual	task/iter-139-batch-c139-fix-dual	16871f1	stale		receipt	无实际新增条件（已落实）
1789725498	iter-140-batch-c140	task/iter-140-batch-c140	264bd5a	stale		receipt	无实际新增条件（已落实）
1789725498	iter-141-batch-c141-fix-d1	task/iter-141-batch-c141-fix-d1	7a4c3c6	stale		receipt	无实际新增条件（已落实）
1789725498	iter-143-batch-c143-fix	task/iter-143-batch-c143-fix	0b395d3	stale		receipt	无实际新增条件（已落实）
1789725498	iter-146-batch-c146-fix-d1-d2	task/iter-146-batch-c146-fix-d1-d2	89d93b2	stale		receipt	无实际新增条件（已落实）
1789725499	iter-147-batch-c147	task/iter-147-batch-c147	d49d75f	stale		receipt	无实际新增条件（已落实）
1789725499	iter-148-batch-c148	task/iter-148-batch-c148	03464b8	stale		receipt	无实际新增条件（已落实）
1789725499	iter-149-batch-c149-fix-d1	task/iter-149-batch-c149-fix-d1	297bf8d	stale		receipt	无实际新增条件（已落实）
1789725499	iter-150-batch-c150-fix	task/iter-150-batch-c150-fix	f1740b3	stale		receipt	无实际新增条件（已落实）
1789725499	iter-151-batch-c151-fix-d1	task/iter-151-batch-c151-fix-d1	b1a476a	stale		receipt	无实际新增条件（已落实）
1789725499	iter-152-batch-c152-fix	task/iter-152-batch-c152-fix	67269fe	stale		receipt	无实际新增条件（已落实）
1789725499	iter-153-batch-c153-fix-d1	task/iter-153-batch-c153-fix-d1	1beeb1b	stale		receipt	无实际新增条件（已落实）
1789725499	iter-154-batch-c154-fix	task/iter-154-batch-c154-fix	5af9158	stale		receipt	无实际新增条件（已落实）
1789725499	iter-155-batch-c155-fix	task/iter-155-batch-c155-fix	227c05e	stale		receipt	无实际新增条件（已落实）
1789725499	iter-157-batch-c157-fix	task/iter-157-batch-c157-fix	ce9f6ea	stale		receipt	无实际新增条件（已落实）
1789725499	iter-158-batch-c158-fix	task/iter-158-batch-c158-fix	8555ce7	stale		receipt	无实际新增条件（已落实）
1789725499	iter-159-batch-c159-fix-d1-d2	task/iter-159-batch-c159-fix-d1-d2	6f642ad	stale		receipt	无实际新增条件（已落实）
1789725499	iter-160-batch-c160-fix	task/iter-160-batch-c160-fix	8d9cf22	stale		receipt	无实际新增条件（已落实）
1789725499	iter-160-batch-c160-fix-dual	task/iter-160-batch-c160-fix-dual	9bb0930	stale		receipt	无实际新增条件（已落实）
1789725499	iter-161-batch-c161-fix	task/iter-161-batch-c161-fix	93a4842	stale		receipt	无实际新增条件（已落实）
1789725499	iter-162-batch-c162-fix-d1-d2	task/iter-162-batch-c162-fix-d1-d2	f6b3920	stale		receipt	无实际新增条件（已落实）
1789725499	iter-163-batch-c163-fix-d1	task/iter-163-batch-c163-fix-d1	d364fd1	stale		receipt	无实际新增条件（已落实）
1789725499	iter-165-batch-c165	task/iter-165-batch-c165	816f644	stale		receipt	无实际新增条件（已落实）
1789725499	iter-169-batch-c169	task/iter-169-batch-c169	a7b26cc	stale		receipt	无实际新增条件（已落实）
1789725499	iter-170-batch-c170-fix-d1	task/iter-170-batch-c170-fix-d1	92759fd	stale		receipt	无实际新增条件（已落实）
1789725499	iter-171-batch-c171-fix-d1	task/iter-171-batch-c171-fix-d1	1ae8298	stale		receipt	无实际新增条件（已落实）
1789725499	iter-173-batch-c173-fix-d1	task/iter-173-batch-c173-fix-d1	c382ca5	stale		receipt	无实际新增条件（已落实）
1789725499	iter-174-batch-c174-fix	task/iter-174-batch-c174-fix	1fef081	stale		receipt	无实际新增条件（已落实）
1789725499	iter-174-batch-c174-fix-dual	task/iter-174-batch-c174-fix-dual	95b0f93	stale		receipt	无实际新增条件（已落实）
1789725499	iter-175-batch-c175	task/iter-175-batch-c175	d6cf44a	stale		receipt	无实际新增条件（已落实）
1789725499	iter-176-batch-c176	task/iter-176-batch-c176	1c2aa01	stale		receipt	无实际新增条件（已落实）
1789725499	iter-177-batch-c177-fix-d1	task/iter-177-batch-c177-fix-d1	e9ed21e	stale		receipt	无实际新增条件（已落实）
1789725499	iter-178-batch-c178-fix	task/iter-178-batch-c178-fix	0edbb54	stale		receipt	无实际新增条件（已落实）
1789725499	iter-178-batch-c178-fix-dual	task/iter-178-batch-c178-fix-dual	378674b	stale		receipt	无实际新增条件（已落实）
1789725499	iter-179-batch-c179-fix-d1	task/iter-179-batch-c179-fix-d1	01b5ff2	stale		receipt	无实际新增条件（已落实）
1789725499	iter-180-batch-c180-fix-d1	task/iter-180-batch-c180-fix-d1	398240d	landed		receipt	无实际新增条件（已落实） ｜ 校验和落地 +2 条（账面被陈旧快照覆盖，按提交恢复）
1789725499	iter-181-batch-c181	task/iter-181-batch-c181	c4b33c7	stale		receipt	无实际新增条件（已落实）
1789725499	iter-182-batch-c182-fix	task/iter-182-batch-c182-fix	dea4ec8	stale		receipt	无实际新增条件（已落实）
1789725499	iter-183-batch-c183	task/iter-183-batch-c183	80d8cf2	stale		receipt	无实际新增条件（已落实）
1789725499	iter-184-batch-c184	task/iter-184-batch-c184	813e8fa	stale		receipt	无实际新增条件（已落实）
1789725499	iter-185-batch-c185-fix-d1	task/iter-185-batch-c185-fix-d1	3d7aead	stale		receipt	无实际新增条件（已落实）
1789725499	iter-186-batch-c186-fix	task/iter-186-batch-c186-fix	1cf7983	stale		receipt	无实际新增条件（已落实）
1789725499	iter-186-batch-c186-fix-dual	task/iter-186-batch-c186-fix-dual	ef93a0a	stale		receipt	无实际新增条件（已落实）
1789725499	iter-187-batch-c187	task/iter-187-batch-c187	cfc65b1	stale		receipt	无实际新增条件（已落实）
1789725499	iter-188-batch-c188	task/iter-188-batch-c188	b7df981	stale		receipt	无实际新增条件（已落实）
1789725499	iter-189-batch-c189	task/iter-189-batch-c189	035105e	stale		receipt	无实际新增条件（已落实）
1789725499	iter-190-batch-c190	task/iter-190-batch-c190	02368c1	stale		receipt	无实际新增条件（已落实）
